,Date_reported, Country, New_cases, Cumulative_cases, New_deaths, Cumulative_deaths,population in millions,new deaths per million ,target
67,2020-05-03,Brazil,6209.0,91589.0,428.0,6329.0,209.5,2.042959427207637,2.0
68,2020-05-04,Brazil,4970.0,96559.0,421.0,6750.0,209.5,2.009546539379475,2.0
69,2020-05-05,Brazil,4588.0,101147.0,275.0,7025.0,209.5,1.3126491646778042,2.0
70,2020-05-06,Brazil,6633.0,107780.0,296.0,7321.0,209.5,1.4128878281622912,2.0
71,2020-05-07,Brazil,6935.0,114715.0,600.0,7921.0,209.5,2.863961813842482,2.0
72,2020-05-08,Brazil,10503.0,125218.0,615.0,8536.0,209.5,2.935560859188544,2.0
73,2020-05-09,Brazil,9888.0,135106.0,610.0,9146.0,209.5,2.911694510739857,2.0
74,2020-05-10,Brazil,10222.0,145328.0,751.0,9897.0,209.5,3.58472553699284,2.0
75,2020-05-11,Brazil,10611.0,155939.0,730.0,10627.0,209.5,3.484486873508353,2.0
76,2020-05-12,Brazil,6760.0,162699.0,496.0,11123.0,209.5,2.367541766109785,2.0
77,2020-05-13,Brazil,5632.0,168331.0,396.0,11519.0,209.5,1.8902147971360381,2.0
78,2020-05-14,Brazil,9258.0,177589.0,881.0,12400.0,209.5,4.205250596658711,2.0
79,2020-05-15,Brazil,11385.0,188974.0,749.0,13149.0,209.5,3.575178997613365,2.0
80,2020-05-16,Brazil,13944.0,202918.0,844.0,13993.0,209.5,4.028639618138425,2.0
81,2020-05-17,Brazil,15305.0,218223.0,824.0,14817.0,209.5,3.9331742243436754,2.0
82,2020-05-18,Brazil,14919.0,233142.0,816.0,15633.0,209.5,3.8949880668257757,2.0
83,2020-05-19,Brazil,7938.0,241080.0,485.0,16118.0,209.5,2.315035799522673,2.0
84,2020-05-20,Brazil,13140.0,254220.0,674.0,16792.0,209.5,3.217183770883055,2.0
85,2020-05-21,Brazil,17408.0,271628.0,1179.0,17971.0,209.5,5.627684964200477,2.0
86,2020-05-22,Brazil,19951.0,291579.0,888.0,18859.0,209.5,4.238663484486874,2.0
87,2020-05-23,Brazil,18508.0,310087.0,1188.0,20047.0,209.5,5.670644391408114,2.0
88,2020-05-24,Brazil,20803.0,330890.0,1001.0,21048.0,209.5,4.778042959427208,2.0
89,2020-05-25,Brazil,16508.0,347398.0,965.0,22013.0,209.5,4.606205250596659,2.0
90,2020-05-26,Brazil,15813.0,363211.0,653.0,22666.0,209.5,3.116945107398568,2.0
91,2020-05-27,Brazil,11687.0,374898.0,807.0,23473.0,209.5,3.8520286396181382,2.0
92,2020-05-28,Brazil,16324.0,391222.0,1039.0,24512.0,209.5,4.959427207637232,2.0
93,2020-05-29,Brazil,20599.0,411821.0,1086.0,25598.0,209.5,5.183770883054892,2.0
94,2020-05-30,Brazil,26417.0,438238.0,1156.0,26754.0,209.5,5.5178997613365155,3.0
95,2020-05-31,Brazil,26928.0,465166.0,1124.0,27878.0,209.5,5.365155131264917,3.0
96,2020-06-01,Brazil,33274.0,498440.0,956.0,28834.0,209.5,4.563245823389021,3.0
97,2020-06-02,Brazil,16409.0,514849.0,480.0,29314.0,209.5,2.2911694510739857,2.0
98,2020-06-03,Brazil,11598.0,526447.0,623.0,29937.0,209.5,2.9737470167064437,2.0
99,2020-06-04,Brazil,28936.0,555383.0,1262.0,31199.0,209.5,6.023866348448688,3.0
100,2020-06-05,Brazil,28633.0,584016.0,1349.0,32548.0,209.5,6.4391408114558475,3.0
101,2020-06-06,Brazil,30925.0,614941.0,1473.0,34021.0,209.5,7.031026252983294,3.0
102,2020-06-07,Brazil,30830.0,645771.0,1005.0,35026.0,209.5,4.797136038186157,3.0
103,2020-06-08,Brazil,27075.0,672846.0,904.0,35930.0,209.5,4.315035799522673,3.0
104,2020-06-09,Brazil,18912.0,691758.0,525.0,36455.0,209.5,2.5059665871121717,2.0
105,2020-06-10,Brazil,15654.0,707412.0,679.0,37134.0,209.5,3.2410501193317423,2.0
106,2020-06-11,Brazil,32091.0,739503.0,1272.0,38406.0,209.5,6.071599045346062,3.0
107,2020-06-12,Brazil,32913.0,772416.0,1274.0,39680.0,209.5,6.081145584725537,3.0
108,2020-06-13,Brazil,30412.0,802828.0,1239.0,40919.0,209.5,5.914081145584726,3.0
109,2020-06-14,Brazil,25982.0,828810.0,909.0,41828.0,209.5,4.3389021479713605,3.0
110,2020-06-15,Brazil,21704.0,850514.0,892.0,42720.0,209.5,4.257756563245823,3.0
111,2020-06-16,Brazil,17110.0,867624.0,612.0,43332.0,209.5,2.9212410501193316,2.0
112,2020-06-17,Brazil,20647.0,888271.0,627.0,43959.0,209.5,2.992840095465394,2.0
113,2020-06-18,Brazil,34918.0,923189.0,1282.0,45241.0,209.5,6.119331742243436,3.0
114,2020-06-19,Brazil,32188.0,955377.0,1269.0,46510.0,209.5,6.05727923627685,3.0
115,2020-06-20,Brazil,22765.0,978142.0,1238.0,47748.0,209.5,5.909307875894988,3.0
116,2020-06-21,Brazil,54771.0,1032913.0,1206.0,48954.0,209.5,5.756563245823389,3.0
117,2020-06-22,Brazil,34666.0,1067579.0,1022.0,49976.0,209.5,4.878281622911694,3.0
118,2020-06-23,Brazil,17459.0,1085038.0,641.0,50617.0,209.5,3.059665871121718,2.0
119,2020-06-24,Brazil,21432.0,1106470.0,654.0,51271.0,209.5,3.1217183770883055,3.0
120,2020-06-25,Brazil,39436.0,1145906.0,1374.0,52645.0,209.5,6.558472553699284,3.0
121,2020-06-26,Brazil,42725.0,1188631.0,1185.0,53830.0,209.5,5.656324582338902,3.0
122,2020-06-27,Brazil,39483.0,1228114.0,1141.0,54971.0,209.5,5.4463007159904535,3.0
123,2020-06-28,Brazil,46860.0,1274974.0,990.0,55961.0,209.5,4.725536992840095,3.0
124,2020-06-29,Brazil,38693.0,1313667.0,1109.0,57070.0,209.5,5.293556085918855,3.0
125,2020-06-30,Brazil,30476.0,1344143.0,552.0,57622.0,209.5,2.6348448687350836,3.0
126,2020-07-01,Brazil,24052.0,1368195.0,692.0,58314.0,209.5,3.3031026252983295,3.0
127,2020-07-02,Brazil,33846.0,1402041.0,1280.0,59594.0,209.5,6.109785202863962,3.0
128,2020-07-03,Brazil,46712.0,1448753.0,1038.0,60632.0,209.5,4.954653937947494,3.0
129,2020-07-04,Brazil,48105.0,1496858.0,1252.0,61884.0,209.5,5.976133651551312,3.0
130,2020-07-05,Brazil,42223.0,1539081.0,1290.0,63174.0,209.5,6.157517899761337,3.0
131,2020-07-06,Brazil,37923.0,1577004.0,1091.0,64265.0,209.5,5.20763723150358,3.0
132,2020-07-07,Brazil,26051.0,1603055.0,602.0,64867.0,209.5,2.873508353221957,3.0
133,2020-07-08,Brazil,20229.0,1623284.0,620.0,65487.0,209.5,2.9594272076372317,2.0
134,2020-07-09,Brazil,45305.0,1668589.0,1254.0,66741.0,209.5,5.985680190930788,3.0
135,2020-07-10,Brazil,44571.0,1713160.0,1223.0,67964.0,209.5,5.837708830548926,3.0
136,2020-07-11,Brazil,42619.0,1755779.0,1220.0,69184.0,209.5,5.823389021479714,3.0
137,2020-07-12,Brazil,45048.0,1800827.0,1214.0,70398.0,209.5,5.794749403341289,3.0
138,2020-07-13,Brazil,39023.0,1839850.0,1071.0,71469.0,209.5,5.11217183770883,3.0
139,2020-07-14,Brazil,24831.0,1864681.0,631.0,72100.0,209.5,3.011933174224344,3.0
140,2020-07-15,Brazil,20286.0,1884967.0,733.0,72833.0,209.5,3.4988066825775657,2.0
141,2020-07-16,Brazil,41857.0,1926824.0,1300.0,74133.0,209.5,6.205250596658711,3.0
142,2020-07-17,Brazil,39924.0,1966748.0,1233.0,75366.0,209.5,5.885441527446301,3.0
143,2020-07-18,Brazil,45403.0,2012151.0,1322.0,76688.0,209.5,6.310262529832936,3.0
144,2020-07-19,Brazil,34177.0,2046328.0,1163.0,77851.0,209.5,5.551312649164678,3.0
145,2020-07-20,Brazil,28532.0,2074860.0,921.0,78772.0,209.5,4.39618138424821,3.0
146,2020-07-21,Brazil,23529.0,2098389.0,716.0,79488.0,209.5,3.4176610978520285,3.0
147,2020-07-22,Brazil,20257.0,2118646.0,632.0,80120.0,209.5,3.016706443914081,2.0
148,2020-07-23,Brazil,41008.0,2159654.0,1367.0,81487.0,209.5,6.5250596658711215,3.0
149,2020-07-24,Brazil,67860.0,2227514.0,1284.0,82771.0,209.5,6.128878281622912,3.0
150,2020-07-25,Brazil,59961.0,2287475.0,1311.0,84082.0,209.5,6.257756563245823,3.0
151,2020-07-26,Brazil,55891.0,2343366.0,1156.0,85238.0,209.5,5.5178997613365155,3.0
152,2020-07-27,Brazil,51147.0,2394513.0,1211.0,86449.0,209.5,5.780429594272077,3.0
153,2020-07-28,Brazil,24578.0,2419091.0,555.0,87004.0,209.5,2.649164677804296,3.0
154,2020-07-29,Brazil,23284.0,2442375.0,614.0,87618.0,209.5,2.9307875894988067,3.0
155,2020-07-30,Brazil,40816.0,2483191.0,921.0,88539.0,209.5,4.39618138424821,3.0
156,2020-07-31,Brazil,69074.0,2552265.0,1595.0,90134.0,209.5,7.613365155131265,3.0
157,2020-08-01,Brazil,57837.0,2610102.0,1129.0,91263.0,209.5,5.389021479713604,3.0
158,2020-08-02,Brazil,52383.0,2662485.0,1212.0,92475.0,209.5,5.785202863961814,3.0
159,2020-08-03,Brazil,45392.0,2707877.0,1088.0,93563.0,209.5,5.193317422434368,3.0
160,2020-08-04,Brazil,25800.0,2733677.0,541.0,94104.0,209.5,2.5823389021479715,3.0
161,2020-08-05,Brazil,16641.0,2750318.0,561.0,94665.0,209.5,2.6778042959427206,2.0
162,2020-08-06,Brazil,51603.0,2801921.0,1154.0,95819.0,209.5,5.508353221957041,3.0
163,2020-08-07,Brazil,57152.0,2859073.0,1437.0,97256.0,209.5,6.859188544152745,3.0
164,2020-08-08,Brazil,53139.0,2912212.0,1237.0,98493.0,209.5,5.90453460620525,3.0
165,2020-08-09,Brazil,50230.0,2962442.0,1079.0,99572.0,209.5,5.15035799522673,3.0
166,2020-08-10,Brazil,49970.0,3012412.0,905.0,100477.0,209.5,4.31980906921241,3.0
167,2020-08-11,Brazil,23010.0,3035422.0,572.0,101049.0,209.5,2.7303102625298328,3.0
168,2020-08-12,Brazil,22048.0,3057470.0,703.0,101752.0,209.5,3.3556085918854417,3.0
169,2020-08-13,Brazil,52160.0,3109630.0,1274.0,103026.0,209.5,6.081145584725537,3.0
170,2020-08-14,Brazil,55155.0,3164785.0,1175.0,104201.0,209.5,5.608591885441528,3.0
171,2020-08-15,Brazil,60091.0,3224876.0,1262.0,105463.0,209.5,6.023866348448688,3.0
172,2020-08-16,Brazil,50644.0,3275520.0,1060.0,106523.0,209.5,5.059665871121719,3.0
173,2020-08-17,Brazil,41576.0,3317096.0,709.0,107232.0,209.5,3.384248210023866,3.0
174,2020-08-18,Brazil,23101.0,3340197.0,620.0,107852.0,209.5,2.9594272076372317,3.0
175,2020-08-19,Brazil,19373.0,3359570.0,684.0,108536.0,209.5,3.2649164677804294,2.0
176,2020-02-21,Israel,5.0,5.0,0.0,0.0,8.84,0.0,0.0
177,2020-02-22,Israel,0.0,5.0,0.0,0.0,8.84,0.0,0.0
178,2020-02-23,Israel,0.0,5.0,0.0,0.0,8.84,0.0,0.0
179,2020-02-24,Israel,1.0,6.0,0.0,0.0,8.84,0.0,0.0
180,2020-02-25,Israel,0.0,6.0,0.0,0.0,8.84,0.0,0.0
181,2020-02-26,Israel,0.0,6.0,0.0,0.0,8.84,0.0,0.0
182,2020-02-27,Israel,1.0,7.0,0.0,0.0,8.84,0.0,0.0
183,2020-02-28,Israel,2.0,9.0,0.0,0.0,8.84,0.0,0.0
184,2020-02-29,Israel,2.0,11.0,0.0,0.0,8.84,0.0,0.0
185,2020-03-01,Israel,0.0,11.0,0.0,0.0,8.84,0.0,0.0
186,2020-03-02,Israel,3.0,14.0,0.0,0.0,8.84,0.0,0.0
187,2020-03-03,Israel,2.0,16.0,0.0,0.0,8.84,0.0,0.0
188,2020-03-04,Israel,3.0,19.0,0.0,0.0,8.84,0.0,0.0
189,2020-03-05,Israel,0.0,19.0,0.0,0.0,8.84,0.0,0.0
190,2020-03-06,Israel,4.0,23.0,0.0,0.0,8.84,0.0,0.0
191,2020-03-07,Israel,2.0,25.0,0.0,0.0,8.84,0.0,0.0
192,2020-03-08,Israel,18.0,43.0,0.0,0.0,8.84,0.0,1.0
193,2020-03-09,Israel,0.0,43.0,0.0,0.0,8.84,0.0,0.0
194,2020-03-10,Israel,19.0,62.0,0.0,0.0,8.84,0.0,1.0
195,2020-03-11,Israel,17.0,79.0,0.0,0.0,8.84,0.0,1.0
196,2020-03-12,Israel,24.0,103.0,0.0,0.0,8.84,0.0,1.0
197,2020-03-13,Israel,27.0,130.0,0.0,0.0,8.84,0.0,1.0
198,2020-03-14,Israel,52.0,182.0,0.0,0.0,8.84,0.0,1.0
199,2020-03-15,Israel,22.0,204.0,0.0,0.0,8.84,0.0,1.0
200,2020-03-16,Israel,50.0,254.0,0.0,0.0,8.84,0.0,1.0
201,2020-03-17,Israel,54.0,308.0,0.0,0.0,8.84,0.0,1.0
202,2020-03-18,Israel,123.0,431.0,0.0,0.0,8.84,0.0,1.0
203,2020-03-19,Israel,98.0,529.0,0.0,0.0,8.84,0.0,1.0
204,2020-03-20,Israel,183.0,712.0,1.0,1.0,8.84,0.11312217194570136,2.0
205,2020-03-21,Israel,171.0,883.0,0.0,1.0,8.84,0.0,2.0
206,2020-03-22,Israel,0.0,883.0,0.0,1.0,8.84,0.0,0.0
207,2020-03-23,Israel,188.0,1071.0,0.0,1.0,8.84,0.0,2.0
208,2020-03-24,Israel,167.0,1238.0,0.0,1.0,8.84,0.0,2.0
209,2020-03-25,Israel,932.0,2170.0,4.0,5.0,8.84,0.45248868778280543,3.0
210,2020-03-26,Israel,199.0,2369.0,0.0,5.0,8.84,0.0,2.0
211,2020-03-27,Israel,666.0,3035.0,5.0,10.0,8.84,0.5656108597285068,2.0
212,2020-03-28,Israel,425.0,3460.0,2.0,12.0,8.84,0.22624434389140272,2.0
213,2020-03-29,Israel,405.0,3865.0,3.0,15.0,8.84,0.3393665158371041,2.0
214,2020-03-30,Israel,382.0,4247.0,0.0,15.0,8.84,0.0,2.0
215,2020-03-31,Israel,584.0,4831.0,2.0,17.0,8.84,0.22624434389140272,2.0
216,2020-04-01,Israel,298.0,5129.0,4.0,21.0,8.84,0.45248868778280543,2.0
217,2020-04-02,Israel,462.0,5591.0,0.0,21.0,8.84,0.0,2.0
218,2020-04-03,Israel,620.0,6211.0,8.0,29.0,8.84,0.9049773755656109,2.0
219,2020-04-04,Israel,819.0,7030.0,7.0,36.0,8.84,0.7918552036199095,2.0
220,2020-04-05,Israel,559.0,7589.0,6.0,42.0,8.84,0.6787330316742082,2.0
221,2020-04-06,Israel,429.0,8018.0,4.0,46.0,8.84,0.45248868778280543,2.0
222,2020-04-07,Israel,593.0,8611.0,6.0,52.0,8.84,0.6787330316742082,2.0
223,2020-04-08,Israel,793.0,9404.0,19.0,71.0,8.84,2.1493212669683257,2.0
224,2020-04-09,Israel,0.0,9404.0,0.0,71.0,8.84,0.0,0.0
225,2020-04-10,Israel,351.0,9755.0,8.0,79.0,8.84,0.9049773755656109,2.0
226,2020-04-11,Israel,340.0,10095.0,13.0,92.0,8.84,1.4705882352941178,2.0
227,2020-04-12,Israel,430.0,10525.0,4.0,96.0,8.84,0.45248868778280543,2.0
228,2020-04-13,Israel,353.0,10878.0,7.0,103.0,8.84,0.7918552036199095,2.0
229,2020-04-14,Israel,357.0,11235.0,7.0,110.0,8.84,0.7918552036199095,2.0
230,2020-04-15,Israel,633.0,11868.0,7.0,117.0,8.84,0.7918552036199095,2.0
231,2020-04-16,Israel,332.0,12200.0,9.0,126.0,8.84,1.0180995475113122,2.0
232,2020-04-17,Israel,391.0,12591.0,14.0,140.0,8.84,1.583710407239819,2.0
233,2020-04-18,Israel,264.0,12855.0,8.0,148.0,8.84,0.9049773755656109,2.0
234,2020-04-19,Israel,252.0,13107.0,10.0,158.0,8.84,1.1312217194570136,2.0
235,2020-04-20,Israel,255.0,13362.0,13.0,171.0,8.84,1.4705882352941178,2.0
236,2020-04-21,Israel,521.0,13883.0,10.0,181.0,8.84,1.1312217194570136,2.0
237,2020-04-22,Israel,59.0,13942.0,3.0,184.0,8.84,0.3393665158371041,1.0
238,2020-04-23,Israel,556.0,14498.0,5.0,189.0,8.84,0.5656108597285068,2.0
239,2020-04-24,Israel,305.0,14803.0,3.0,192.0,8.84,0.3393665158371041,2.0
240,2020-04-25,Israel,225.0,15028.0,2.0,194.0,8.84,0.22624434389140272,2.0
241,2020-04-26,Israel,370.0,15398.0,5.0,199.0,8.84,0.5656108597285068,2.0
242,2020-04-27,Israel,0.0,15398.0,0.0,199.0,8.84,0.0,0.0
243,2020-04-28,Israel,68.0,15466.0,3.0,202.0,8.84,0.3393665158371041,1.0
244,2020-04-29,Israel,316.0,15782.0,10.0,212.0,8.84,1.1312217194570136,2.0
245,2020-04-30,Israel,0.0,15782.0,0.0,212.0,8.84,0.0,0.0
246,2020-05-01,Israel,222.0,16004.0,11.0,223.0,8.84,1.244343891402715,2.0
247,2020-05-02,Israel,148.0,16152.0,4.0,227.0,8.84,0.45248868778280543,2.0
248,2020-05-03,Israel,0.0,16152.0,0.0,227.0,8.84,0.0,0.0
249,2020-05-04,Israel,0.0,16152.0,0.0,227.0,8.84,0.0,0.0
250,2020-05-05,Israel,85.0,16237.0,7.0,234.0,8.84,0.7918552036199095,1.0
251,2020-05-06,Israel,31.0,16268.0,3.0,237.0,8.84,0.3393665158371041,1.0
252,2020-05-07,Israel,46.0,16314.0,1.0,238.0,8.84,0.11312217194570136,1.0
253,2020-05-08,Israel,32.0,16346.0,1.0,239.0,8.84,0.11312217194570136,1.0
254,2020-05-09,Israel,98.0,16444.0,6.0,245.0,8.84,0.6787330316742082,1.0
255,2020-05-10,Israel,0.0,16444.0,0.0,245.0,8.84,0.0,0.0
256,2020-05-11,Israel,48.0,16492.0,9.0,254.0,8.84,1.0180995475113122,1.0
257,2020-05-12,Israel,34.0,16526.0,4.0,258.0,8.84,0.45248868778280543,1.0
258,2020-05-13,Israel,13.0,16539.0,4.0,262.0,8.84,0.45248868778280543,1.0
259,2020-05-14,Israel,0.0,16539.0,0.0,262.0,8.84,0.0,0.0
260,2020-05-15,Israel,28.0,16567.0,2.0,264.0,8.84,0.22624434389140272,1.0
261,2020-05-16,Israel,22.0,16589.0,2.0,266.0,8.84,0.22624434389140272,1.0
262,2020-05-17,Israel,19.0,16608.0,2.0,268.0,8.84,0.22624434389140272,1.0
263,2020-05-18,Israel,-1.0,16607.0,3.0,271.0,8.84,0.3393665158371041,0.0
264,2020-05-19,Israel,14.0,16621.0,1.0,272.0,8.84,0.11312217194570136,1.0
265,2020-05-20,Israel,29.0,16650.0,5.0,277.0,8.84,0.5656108597285068,1.0
266,2020-05-21,Israel,9.0,16659.0,1.0,278.0,8.84,0.11312217194570136,1.0
267,2020-05-22,Israel,31.0,16690.0,1.0,279.0,8.84,0.11312217194570136,1.0
268,2020-05-23,Israel,0.0,16690.0,0.0,279.0,8.84,0.0,0.0
269,2020-05-24,Israel,22.0,16712.0,0.0,279.0,8.84,0.0,1.0
270,2020-05-25,Israel,0.0,16712.0,0.0,279.0,8.84,0.0,0.0
271,2020-05-26,Israel,8.0,16720.0,1.0,280.0,8.84,0.11312217194570136,0.0
272,2020-05-27,Israel,23.0,16743.0,1.0,281.0,8.84,0.11312217194570136,1.0
273,2020-05-28,Israel,28.0,16771.0,0.0,281.0,8.84,0.0,1.0
274,2020-05-29,Israel,38.0,16809.0,0.0,281.0,8.84,0.0,1.0
275,2020-05-30,Israel,0.0,16809.0,0.0,281.0,8.84,0.0,0.0
276,2020-05-31,Israel,262.0,17071.0,4.0,285.0,8.84,0.45248868778280543,2.0
277,2020-06-01,Israel,0.0,17071.0,0.0,285.0,8.84,0.0,0.0
278,2020-06-02,Israel,148.0,17219.0,2.0,287.0,8.84,0.22624434389140272,2.0
279,2020-06-03,Israel,0.0,17219.0,0.0,287.0,8.84,0.0,0.0
280,2020-06-04,Israel,0.0,17219.0,0.0,287.0,8.84,0.0,0.0
281,2020-06-05,Israel,276.0,17495.0,4.0,291.0,8.84,0.45248868778280543,2.0
282,2020-06-06,Israel,67.0,17562.0,0.0,291.0,8.84,0.0,1.0
283,2020-06-07,Israel,144.0,17706.0,1.0,292.0,8.84,0.11312217194570136,2.0
284,2020-06-08,Israel,77.0,17783.0,2.0,294.0,8.84,0.22624434389140272,1.0
285,2020-06-09,Israel,132.0,17915.0,1.0,295.0,8.84,0.11312217194570136,1.0
286,2020-06-10,Israel,174.0,18089.0,3.0,298.0,8.84,0.3393665158371041,2.0
287,2020-06-11,Israel,179.0,18268.0,1.0,299.0,8.84,0.11312217194570136,2.0
288,2020-06-12,Israel,193.0,18461.0,1.0,300.0,8.84,0.11312217194570136,2.0
289,2020-06-13,Israel,240.0,18701.0,0.0,300.0,8.84,0.0,2.0
290,2020-06-14,Israel,175.0,18876.0,0.0,300.0,8.84,0.0,2.0
291,2020-06-15,Israel,132.0,19008.0,0.0,300.0,8.84,0.0,1.0
292,2020-06-16,Israel,113.0,19121.0,2.0,302.0,8.84,0.22624434389140272,1.0
293,2020-06-17,Israel,217.0,19338.0,0.0,302.0,8.84,0.0,2.0
294,2020-06-18,Israel,299.0,19637.0,1.0,303.0,8.84,0.11312217194570136,2.0
295,2020-06-19,Israel,239.0,19876.0,0.0,303.0,8.84,0.0,2.0
296,2020-06-20,Israel,312.0,20188.0,1.0,304.0,8.84,0.11312217194570136,2.0
297,2020-06-21,Israel,306.0,20494.0,1.0,305.0,8.84,0.11312217194570136,2.0
298,2020-06-22,Israel,158.0,20652.0,1.0,306.0,8.84,0.11312217194570136,2.0
299,2020-06-23,Israel,161.0,20813.0,0.0,306.0,8.84,0.0,2.0
300,2020-06-24,Israel,345.0,21158.0,1.0,307.0,8.84,0.11312217194570136,2.0
301,2020-06-25,Israel,439.0,21597.0,1.0,308.0,8.84,0.11312217194570136,2.0
302,2020-06-26,Israel,481.0,22078.0,0.0,308.0,8.84,0.0,2.0
303,2020-06-27,Israel,441.0,22519.0,4.0,312.0,8.84,0.45248868778280543,2.0
304,2020-06-28,Israel,464.0,22983.0,3.0,315.0,8.84,0.3393665158371041,2.0
305,2020-06-29,Israel,474.0,23457.0,3.0,318.0,8.84,0.3393665158371041,2.0
306,2020-06-30,Israel,373.0,23830.0,1.0,319.0,8.84,0.11312217194570136,2.0
307,2020-07-01,Israel,752.0,24582.0,0.0,319.0,8.84,0.0,2.0
308,2020-07-02,Israel,803.0,25385.0,1.0,320.0,8.84,0.11312217194570136,2.0
309,2020-07-03,Israel,973.0,26358.0,0.0,320.0,8.84,0.0,3.0
310,2020-07-04,Israel,1131.0,27489.0,4.0,324.0,8.84,0.45248868778280543,3.0
311,2020-07-05,Israel,944.0,28433.0,2.0,326.0,8.84,0.22624434389140272,3.0
312,2020-07-06,Israel,803.0,29236.0,4.0,330.0,8.84,0.45248868778280543,2.0
313,2020-07-07,Israel,819.0,30055.0,1.0,331.0,8.84,0.11312217194570136,2.0
314,2020-07-08,Israel,1082.0,31137.0,5.0,336.0,8.84,0.5656108597285068,3.0
315,2020-07-09,Israel,1406.0,32543.0,6.0,342.0,8.84,0.6787330316742082,3.0
316,2020-07-10,Israel,1360.0,33903.0,4.0,346.0,8.84,0.45248868778280543,3.0
317,2020-07-11,Israel,1523.0,35426.0,3.0,349.0,8.84,0.3393665158371041,3.0
318,2020-07-12,Israel,1395.0,36821.0,4.0,353.0,8.84,0.45248868778280543,3.0
319,2020-07-13,Israel,1194.0,38015.0,4.0,357.0,8.84,0.45248868778280543,3.0
320,2020-07-14,Israel,1279.0,39294.0,7.0,364.0,8.84,0.7918552036199095,3.0
321,2020-07-15,Israel,1735.0,41029.0,3.0,367.0,8.84,0.3393665158371041,3.0
322,2020-07-16,Israel,1573.0,42602.0,5.0,372.0,8.84,0.5656108597285068,3.0
323,2020-07-17,Israel,1896.0,44498.0,7.0,379.0,8.84,0.7918552036199095,3.0
324,2020-07-18,Israel,1946.0,46444.0,7.0,386.0,8.84,0.7918552036199095,3.0
325,2020-07-19,Israel,1597.0,48041.0,9.0,395.0,8.84,1.0180995475113122,3.0
326,2020-07-20,Israel,1440.0,49481.0,8.0,403.0,8.84,0.9049773755656109,3.0
327,2020-07-21,Israel,1012.0,50493.0,7.0,410.0,8.84,0.7918552036199095,3.0
328,2020-07-22,Israel,1888.0,52381.0,9.0,419.0,8.84,1.0180995475113122,3.0
329,2020-07-23,Israel,1988.0,54369.0,8.0,427.0,8.84,0.9049773755656109,3.0
330,2020-07-24,Israel,2075.0,56444.0,7.0,434.0,8.84,0.7918552036199095,3.0
331,2020-07-25,Israel,1932.0,58376.0,14.0,448.0,8.84,1.583710407239819,3.0
332,2020-07-26,Israel,1764.0,60140.0,6.0,454.0,8.84,0.6787330316742082,3.0
333,2020-07-27,Israel,1199.0,61339.0,9.0,463.0,8.84,1.0180995475113122,3.0
334,2020-07-28,Israel,1037.0,62376.0,9.0,472.0,8.84,1.0180995475113122,3.0
335,2020-07-29,Israel,2052.0,64428.0,5.0,477.0,8.84,0.5656108597285068,3.0
336,2020-07-30,Israel,2099.0,66527.0,9.0,486.0,8.84,1.0180995475113122,3.0
337,2020-07-31,Israel,1965.0,68492.0,7.0,493.0,8.84,0.7918552036199095,3.0
338,2020-08-01,Israel,1826.0,70318.0,13.0,506.0,8.84,1.4705882352941178,3.0
339,2020-08-02,Israel,1355.0,71673.0,14.0,520.0,8.84,1.583710407239819,3.0
340,2020-08-03,Israel,628.0,72301.0,12.0,532.0,8.84,1.3574660633484164,2.0
341,2020-08-04,Israel,711.0,73012.0,9.0,541.0,8.84,1.0180995475113122,2.0
342,2020-08-05,Israel,1804.0,74816.0,14.0,555.0,8.84,1.583710407239819,3.0
343,2020-08-06,Israel,1719.0,76535.0,9.0,564.0,8.84,1.0180995475113122,3.0
344,2020-08-07,Israel,1685.0,78220.0,7.0,571.0,8.84,0.7918552036199095,3.0
345,2020-08-08,Israel,1672.0,79892.0,8.0,579.0,8.84,0.9049773755656109,3.0
346,2020-08-09,Israel,1761.0,81653.0,7.0,586.0,8.84,0.7918552036199095,3.0
347,2020-08-10,Israel,763.0,82416.0,12.0,598.0,8.84,1.3574660633484164,2.0
348,2020-08-11,Israel,884.0,83300.0,5.0,603.0,8.84,0.5656108597285068,2.0
349,2020-08-12,Israel,1756.0,85056.0,14.0,617.0,8.84,1.583710407239819,3.0
350,2020-08-13,Israel,1820.0,86876.0,9.0,626.0,8.84,1.0180995475113122,3.0
351,2020-08-14,Israel,1612.0,88488.0,14.0,640.0,8.84,1.583710407239819,3.0
352,2020-08-15,Israel,1660.0,90148.0,17.0,657.0,8.84,1.9230769230769231,3.0
353,2020-08-16,Israel,1389.0,91537.0,10.0,667.0,8.84,1.1312217194570136,3.0
354,2020-08-17,Israel,760.0,92297.0,8.0,675.0,8.84,0.9049773755656109,2.0
355,2020-08-18,Israel,1059.0,93356.0,13.0,688.0,8.84,1.4705882352941178,3.0
356,2020-01-29,United Arab Emirates,8.0,8.0,0.0,0.0,9.631,0.0,0.0
357,2020-01-30,United Arab Emirates,0.0,8.0,0.0,0.0,9.631,0.0,0.0
358,2020-01-31,United Arab Emirates,0.0,8.0,0.0,0.0,9.631,0.0,0.0
359,2020-02-01,United Arab Emirates,1.0,9.0,0.0,0.0,9.631,0.0,0.0
360,2020-02-02,United Arab Emirates,0.0,9.0,0.0,0.0,9.631,0.0,0.0
361,2020-02-03,United Arab Emirates,0.0,9.0,0.0,0.0,9.631,0.0,0.0
