,Date_reported, Country, New_cases, Cumulative_cases, New_deaths, Cumulative_deaths,population in millions,new deaths per million ,international_travels,Testing policy (OxBSG),work place - closure,worplace visitors,cancel public events,school closure,staying_home_instructions,transpotation_closure,public gathering,campaigns,contact_tracing,covid_relief,income_support,internal_movment,Retail & Recreation (%),Grocery & Pharmacy Stores (%),Residential (%),Transit Stations (%),Parks (%),Workplaces (%),target
0,2020-02-26,Brazil,5.0,5.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-13.714,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-35.857,3.429,11.714,-32.857,-35.286,-13.714,1.0
1,2020-02-27,Brazil,0.0,5.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-13.429,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-35.0,4.714,11.714,-32.571,-35.429,-13.429,0.0
2,2020-02-28,Brazil,0.0,5.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-13.286,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-34.286,5.714,11.571,-32.143,-34.857,-13.286,0.0
3,2020-02-29,Brazil,0.0,5.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-13.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-33.571,6.714,11.429,-31.714,-34.714,-13.0,0.0
4,2020-03-01,Brazil,1.0,6.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-12.857,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-32.571,7.857,11.429,-31.286,-34.286,-12.857,1.0
5,2020-03-02,Brazil,0.0,6.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-12.571,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-31.286,9.286,11.286,-30.429,-33.0,-12.571,0.0
6,2020-03-03,Brazil,0.0,6.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-12.286,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-29.857,11.0,11.0,-29.286,-31.143,-12.286,0.0
7,2020-03-04,Brazil,1.0,7.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-12.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-28.571,12.0,10.714,-28.429,-29.714,-12.0,1.0
8,2020-03-05,Brazil,4.0,11.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-11.571,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-27.0,13.429,10.286,-27.286,-28.714,-11.571,1.0
9,2020-03-06,Brazil,1.0,12.0,0.0,0.0,209.5,0.0,1.0,1.0,3.0,-10.143,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,-26.571,14.571,9.857,-26.286,-28.714,-10.143,1.0
10,2020-03-07,Brazil,11.0,23.0,0.0,0.0,209.5,0.0,2.435922344325555,1.0,0.9458423177386319,-10.143,1.246113329116413,2.185151388361895,0.8590964843169008,0.8001660185009406,1.6753599916074775,1.6778069618473999,0.6607752557293252,1.4609732701106497,0.37144152165281286,1.266365793727479,-26.143,14.571,9.714,-26.0,-28.143,-10.143,1.0
11,2020-03-08,Brazil,0.0,23.0,0.0,0.0,209.5,0.0,2.145288419176609,1.0,1.019324797454153,-10.0,1.2780843007490057,2.3497546670105627,0.8412995236601509,0.7238288553210271,1.7348927947381294,1.6842847942624113,0.7956969239701843,1.5912661036049853,0.3254444141118797,1.2521517249500989,-26.0,14.286,9.571,-25.857,-27.857,-10.0,0.0
12,2020-03-09,Brazil,6.0,29.0,0.0,0.0,209.5,0.0,2.4381716958184008,1.0,0.949467927751064,-9.857,1.2456127204717826,2.1754771641707826,0.8529962120091346,0.7866008586001404,1.6787006553937085,1.6803149269247593,0.6930522144987696,1.4253620135473506,0.3693322541525309,1.2618443876598104,-26.286,13.429,9.571,-25.857,-28.0,-9.857,1.0
13,2020-03-10,Brazil,0.0,29.0,0.0,0.0,209.5,0.0,2.1520377382563476,1.0,1.0281753048576687,-9.714,1.2748616826176977,2.3375017371479574,0.8370359972214787,0.7071808927191665,1.7480147451800012,1.6812162205367023,0.8464865918214447,1.5379602570945887,0.313223382780486,1.2507187725996074,-26.857,12.143,9.571,-26.143,-28.429,-9.714,0.0
14,2020-03-11,Brazil,9.0,38.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.06074071782023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.967632374338883,-14.8788302719341,10.394473205526186,-26.503608684791082,-7.952471808834648,-23.06074071781519,1.0
15,2020-03-12,Brazil,18.0,56.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.06074071782023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.967276916533166,-14.879483489446661,10.394340750873413,-26.504186540668854,-7.953494096393339,-23.06074071781519,1.0
16,2020-03-13,Brazil,46.0,102.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.9661823863834,-14.88155415977054,10.393919691397299,-26.505957044409733,-7.956696501001854,-23.060740717815193,1.0
17,2020-03-14,Brazil,23.0,125.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.06074071782023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.967012542357562,-14.879619603495504,10.394320137126716,-26.504668465308384,-7.953932502812801,-23.06074071781519,1.0
18,2020-03-15,Brazil,0.0,125.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.91711180327903,-15.164887646982217,10.394377161549405,-26.1853101489061,-8.058127362708465,-23.060740717816014,0.0
19,2020-03-16,Brazil,79.0,204.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.06074071782023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.9648382222109,-14.883810913624613,10.393466346340086,-26.508174021658746,-7.960365852783585,-23.06074071781518,1.0
20,2020-03-17,Brazil,34.0,238.0,0.0,0.0,209.5,0.0,0.0,1.0,0.0,-23.06074071782023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.966474912858263,-14.880068194085782,10.394239950947462,-26.50562289152319,-7.954982180108335,-23.060740717815186,1.0
21,2020-03-18,Brazil,57.0,295.0,1.0,1.0,209.5,0.00477326968973747,0.0,1.0,0.0,-23.060740717820227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.969704481231737,-14.886049095646571,10.393632102517474,-26.508592717219877,-7.953172237686072,-23.06074071781518,1.0
22,2020-03-19,Brazil,133.0,428.0,3.0,4.0,209.5,0.014319809069212411,0.0,1.0,0.0,-23.06074071782022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.974989756878355,-14.900370736373715,10.391909986419716,-26.516243103265644,-7.9531144185503955,-23.060740717815165,1.0
23,2020-03-20,Brazil,193.0,621.0,0.0,4.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.959979497836738,-14.89145792209595,10.391845907686438,-26.515594357584312,-7.973157599343498,-23.060740717815182,1.0
24,2020-03-21,Brazil,283.0,904.0,7.0,11.0,209.5,0.03341288782816229,0.0,1.0,0.0,-23.060740717820206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.98536116327931,-14.928071133681913,10.388659232383873,-26.5318953989104,-7.95236620791734,-23.060740717815136,1.0
25,2020-03-22,Brazil,0.0,904.0,0.0,11.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.915838138818604,-15.162166670151796,10.39476755563641,-26.18629440366273,-8.057125813961203,-23.060740717816014,0.0
26,2020-03-23,Brazil,0.0,904.0,0.0,11.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.915838138818604,-15.162166670151796,10.39476755563641,-26.18629440366273,-8.057125813961203,-23.060740717816014,0.0
27,2020-03-24,Brazil,1297.0,2201.0,35.0,46.0,209.5,0.16706443914081145,0.0,1.0,0.0,-23.06074071782011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.062105461305507,-15.12655853870812,10.365064621568738,-26.63524794276642,-7.946447253931293,-23.06074071781495,1.0
28,2020-03-25,Brazil,0.0,2201.0,0.0,46.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.91312537782217,-15.158050997850156,10.394948806028387,-26.186203789036306,-8.056533282752401,-23.060740717816014,0.0
29,2020-03-26,Brazil,232.0,2433.0,11.0,57.0,209.5,0.05250596658711217,0.0,1.0,0.0,-23.06074071782019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.000637257105073,-14.936559412214285,10.388577370097536,-26.534567922819065,-7.928105206801984,-23.060740717815115,1.0
30,2020-03-27,Brazil,0.0,2433.0,0.0,57.0,209.5,0.0,0.0,1.0,0.0,-23.060740717820643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.912471933640195,-15.157432583043084,10.394848085237166,-26.185696369264328,-8.05673264110494,-23.060740717816014,0.0
31,2020-03-28,Brazil,482.0,2915.0,20.0,77.0,209.5,0.0954653937947494,0.0,1.0,0.0,-23.06074071782016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.027747346290944,-14.994231527954062,10.382059830677875,-26.56259807476144,-7.917665555600518,-23.060740717815058,1.0
32,2020-03-29,Brazil,502.0,3417.0,15.0,92.0,209.5,0.07159904534606205,0.0,1.0,0.0,-23.06074071782018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.00497163434923,-14.972635031811757,10.383014581741806,-26.555753764821134,-7.942203084605911,-23.06074071781509,1.0
33,2020-03-30,Brazil,487.0,3904.0,22.0,114.0,209.5,0.10501193317422435,0.0,1.0,0.0,-23.060740717820156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.03349854151351,-15.000408784233548,10.38132352537794,-26.564887473537688,-7.909542502262422,-23.06074071781505,1.0
34,2020-03-31,Brazil,352.0,4256.0,22.0,136.0,209.5,0.10501193317422435,0.0,1.0,0.0,-23.06074071782016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.03734437068505,-14.988766370542203,10.383250761266728,-26.555635663424127,-7.894260025657129,-23.060740717815058,1.0
35,2020-04-01,Brazil,323.0,4579.0,23.0,159.0,209.5,0.10978520286396182,0.0,1.0,0.0,-23.060740717820156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.041427389549224,-14.990097614649025,10.383122368462608,-26.553995587777457,-7.887148621204897,-23.060740717815058,1.0
36,2020-04-02,Brazil,1138.0,5717.0,42.0,201.0,209.5,0.20047732696897375,0.0,1.0,0.0,-23.0607407178201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.08783852698754,-15.13443593434882,10.364734642806495,-26.6303967723696,-7.898716627342591,-23.060740717814937,1.0
37,2020-04-03,Brazil,1119.0,6836.0,40.0,241.0,209.5,0.1909307875894988,0.0,1.0,0.0,-23.06074071782011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.07748562160411,-15.120945629484874,10.36543163384755,-26.625052777443386,-7.9055208974481666,-23.06074071781495,1.0
38,2020-04-04,Brazil,1074.0,7910.0,58.0,299.0,209.5,0.27684964200477324,0.0,1.0,0.0,-23.060740717820046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.151231296779144,-15.192568641210743,10.360989154138146,-26.647527514283468,-7.821261565479237,-23.06074071781486,1.0
39,2020-04-05,Brazil,1146.0,9056.0,60.0,359.0,209.5,0.2863961813842482,0.0,1.0,0.0,-23.060740717820046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.153493959168053,-15.204091877758865,10.358641318857092,-26.651797633845014,-7.822180209334515,-23.060740717814856,1.0
40,2020-04-06,Brazil,1222.0,10278.0,73.0,432.0,209.5,0.34844868735083534,0.0,1.0,0.0,-23.060740717820007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.20110532091466,-15.263586101707483,10.35316795928487,-26.672396670197962,-7.7751514106126685,-23.06074071781479,1.0
41,2020-04-07,Brazil,852.0,11130.0,54.0,486.0,209.5,0.2577565632458234,0.0,1.0,0.0,-23.060740717820085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.132464493496723,-15.149703156815837,10.363297269360661,-26.61761711709471,-7.81789988523337,-23.06074071781493,1.0
42,2020-04-08,Brazil,926.0,12056.0,67.0,553.0,209.5,0.3198090692124105,0.0,1.0,0.0,-23.060740717822178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.320064837167063,-14.120264256211582,10.021068414663638,-26.736640890841898,-9.056240446119286,-23.060740717817787,1.0
43,2020-04-09,Brazil,1661.0,13717.0,114.0,667.0,209.5,0.5441527446300716,0.0,1.0,0.0,-23.06074071782202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.483511741465062,-14.379172065346987,9.995416788880696,-26.84617418420806,-8.93690422287887,-23.06074071781752,1.0
44,2020-04-10,Brazil,2210.0,15927.0,133.0,800.0,209.5,0.6348448687350835,0.0,1.0,0.0,-23.060740717821556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.586137314583784,-14.213185856588575,9.980150307185406,-27.21844603607002,-8.813690989831866,-23.06074071781659,2.0
45,2020-04-11,Brazil,1930.0,17857.0,141.0,941.0,209.5,0.6730310262529833,0.0,1.0,0.0,-23.06074071782196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.572099026053944,-14.508542475680445,9.980213807399132,-26.887171545448524,-8.856710597002216,-23.060740717817417,1.0
46,2020-04-12,Brazil,1781.0,19638.0,115.0,1056.0,209.5,0.548926014319809,0.0,1.0,0.0,-23.060740717822082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.462711200350025,-14.380040556705604,9.987572176401503,-26.830620212783856,-8.958661927387329,-23.06074071781761,1.0
47,2020-04-13,Brazil,1089.0,20727.0,68.0,1124.0,209.5,0.324582338902148,0.0,1.0,0.0,-23.06074071782227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.28808623429403,-14.118536446774081,10.00986994585794,-26.712249298290672,-9.08875953508959,-23.060740717817925,1.0
48,2020-04-14,Brazil,1442.0,22169.0,99.0,1223.0,209.5,0.47255369928400953,0.0,1.0,0.0,-23.060740717822167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.399559977503177,-14.27798718033433,9.994769180859766,-26.77522902368367,-8.995273678769205,-23.060740717817747,1.0
49,2020-04-15,Brazil,1261.0,23430.0,105.0,1328.0,209.5,0.5011933174224343,0.0,1.0,0.0,-23.06074071782216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.426257473105206,-14.287194985724641,9.994433635196902,-26.766551376992624,-8.951139614846813,-23.060740717817744,1.0
50,2020-04-16,Brazil,1832.0,25262.0,204.0,1532.0,209.5,0.9737470167064439,0.0,1.0,0.0,-23.060740717821815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.810089711376264,-14.759626143694943,9.956056201744355,-26.93905761178428,-8.585815884029525,-23.060740717817193,1.0
51,2020-04-17,Brazil,3058.0,28320.0,204.0,1736.0,209.5,0.9737470167064439,0.0,1.0,0.0,-23.060740717821453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.804498370899886,-14.56423471349017,9.933148910852102,-27.31629059251384,-8.629978548731014,-23.060740717816394,2.0
52,2020-04-18,Brazil,2105.0,30425.0,188.0,1924.0,209.5,0.8973747016706444,0.0,1.0,0.0,-23.06074071782154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.7639426270491,-14.415056500847784,9.949512384736686,-27.221487325372788,-8.596439800850401,-23.06074071781656,2.0
53,2020-04-19,Brazil,3257.0,33682.0,217.0,2141.0,209.5,1.035799522673031,0.0,1.0,0.0,-23.060740717821474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.83105391235928,-14.625938608900773,9.92003477158672,-27.320996097996893,-8.60976184561886,-23.06074071781642,2.0
54,2020-04-20,Brazil,2917.0,36599.0,206.0,2347.0,209.5,0.9832935560859188,0.0,1.0,0.0,-23.06074071782155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.787047755496534,-14.544935399484848,9.925243558735493,-27.27039030900053,-8.625607182219735,-23.060740717816543,2.0
55,2020-04-21,Brazil,2055.0,38654.0,115.0,2462.0,209.5,0.548926014319809,0.0,1.0,0.0,-23.06074071782233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.3810505661319,-14.363878862660185,9.96062271833638,-26.752851402040108,-9.039824348027945,-23.060740717817975,1.0
56,2020-04-22,Brazil,1927.0,40581.0,113.0,2575.0,209.5,0.5393794749403341,0.0,1.0,0.0,-23.060740717822355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.371248547176545,-14.340347661053178,9.961794302707432,-26.73574081669387,-9.036698253595542,-23.060740717818014,1.0
57,2020-04-23,Brazil,2498.0,43079.0,166.0,2741.0,209.5,0.7923627684964201,0.0,1.0,0.0,-23.060740717821762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.613878773371706,-14.323026360385418,9.936957408174589,-27.15993915655457,-8.76584145340735,-23.060740717816884,2.0
58,2020-04-24,Brazil,2678.0,45757.0,165.0,2906.0,209.5,0.7875894988066826,0.0,1.0,0.0,-23.060740717821798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.594099574519717,-14.326951991456793,9.932005357637415,-27.159149461806567,-8.796291416735524,-23.060740717816937,2.0
59,2020-04-25,Brazil,3735.0,49492.0,407.0,3313.0,209.5,1.9427207637231503,0.0,1.0,0.0,-23.060740717820927,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.54906399046026,-15.455169821364509,9.845695901880502,-27.568401376368726,-7.859035254914399,-23.060740717815555,2.0
60,2020-04-26,Brazil,3503.0,52995.0,357.0,3670.0,209.5,1.704057279236277,0.0,1.0,0.0,-23.060740717821194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.331762841002924,-15.215504341797258,9.855199791021397,-27.448986109397804,-8.07011083109246,-23.06074071781597,2.0
61,2020-04-27,Brazil,5514.0,58509.0,346.0,4016.0,209.5,1.6515513126491648,0.0,1.0,0.0,8.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.667,2.333,0.0,6.667,-10.0,8.333,2.0
62,2020-04-28,Brazil,3379.0,61888.0,189.0,4205.0,209.5,0.9021479713603818,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,-0.25,7.25,-10.25,10.0,2.0
63,2020-04-29,Brazil,4613.0,66501.0,338.0,4543.0,209.5,1.6133651551312649,0.0,1.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,-0.4,7.4,-9.2,10.8,2.0
64,2020-04-30,Brazil,5385.0,71886.0,474.0,5017.0,209.5,2.2625298329355608,0.0,1.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,1.833,-0.667,8.0,-7.333,11.5,2.0
65,2020-05-01,Brazil,6276.0,78162.0,449.0,5466.0,209.5,2.143198090692124,0.0,1.0,0.0,11.714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.571,3.0,-0.714,8.571,-6.143,11.714,2.0
66,2020-05-02,Brazil,7218.0,85380.0,435.0,5901.0,209.5,2.0763723150357993,0.0,1.0,0.0,10.286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.571,3.286,-0.714,8.286,-3.714,10.286,2.0
67,2020-05-03,Brazil,6209.0,91589.0,428.0,6329.0,209.5,2.042959427207637,0.0,1.0,0.0,9.857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.286,3.857,-0.714,8.143,2.714,9.857,2.0
68,2020-05-04,Brazil,4970.0,96559.0,421.0,6750.0,209.5,2.009546539379475,0.0,1.0,0.0,0.714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,2.857,0.571,3.0,14.286,0.714,2.0
69,2020-05-05,Brazil,4588.0,101147.0,275.0,7025.0,209.5,1.3126491646778042,0.0,1.0,0.0,-10.143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,-1.143,2.143,-3.286,23.143,-10.143,2.0
70,2020-05-06,Brazil,6633.0,107780.0,296.0,7321.0,209.5,1.4128878281622912,0.0,1.0,0.0,-14.714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.429,-2.429,3.143,-6.857,22.714,-14.714,2.0
71,2020-05-07,Brazil,6935.0,114715.0,600.0,7921.0,209.5,2.863961813842482,0.0,1.0,0.0,-15.429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.714,-3.143,3.571,-8.286,20.857,-15.429,2.0
72,2020-05-08,Brazil,10503.0,125218.0,615.0,8536.0,209.5,2.935560859188544,0.0,1.0,0.0,-15.429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.714,-4.143,3.857,-9.714,18.286,-15.429,2.0
73,2020-05-09,Brazil,9888.0,135106.0,610.0,9146.0,209.5,2.911694510739857,0.0,1.0,0.0,-14.143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.714,-4.286,4.286,-10.857,13.286,-14.143,2.0
74,2020-05-10,Brazil,10222.0,145328.0,751.0,9897.0,209.5,3.58472553699284,0.0,1.0,0.0,-13.857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.571,-4.857,4.857,-12.571,3.857,-13.857,2.0
75,2020-05-11,Brazil,10611.0,155939.0,730.0,10627.0,209.5,3.484486873508353,0.0,1.0,0.0,-4.571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-11.429,-3.714,3.714,-7.857,-9.571,-4.571,2.0
76,2020-05-12,Brazil,6760.0,162699.0,496.0,11123.0,209.5,2.367541766109785,0.0,1.0,0.0,6.286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-7.714,0.714,2.143,-2.0,-19.857,6.286,2.0
77,2020-05-13,Brazil,5632.0,168331.0,396.0,11519.0,209.5,1.8902147971360381,0.0,1.0,0.0,11.143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-5.286,2.571,1.143,1.429,-20.286,11.143,2.0
78,2020-05-14,Brazil,9258.0,177589.0,881.0,12400.0,209.5,4.205250596658711,0.0,1.0,0.0,12.286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-4.143,3.286,0.714,2.714,-19.429,12.286,2.0
79,2020-05-15,Brazil,11385.0,188974.0,749.0,13149.0,209.5,3.575178997613365,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.571,4.429,0.286,4.286,-18.0,13.0,2.0
80,2020-05-16,Brazil,13944.0,202918.0,844.0,13993.0,209.5,4.028639618138425,0.0,1.0,0.0,13.286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.857,5.571,-0.143,5.714,-16.714,13.286,2.0
81,2020-05-17,Brazil,15305.0,218223.0,824.0,14817.0,209.5,3.9331742243436754,0.0,1.0,0.0,13.857,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.571,6.714,-0.714,7.429,-14.286,13.857,2.0
82,2020-05-18,Brazil,14919.0,233142.0,816.0,15633.0,209.5,3.8949880668257757,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.571,7.286,-1.0,8.286,-12.429,14.0,2.0
83,2020-05-19,Brazil,7938.0,241080.0,485.0,16118.0,209.5,2.315035799522673,0.0,1.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.286,7.714,-1.143,9.0,-11.0,14.286,2.0
84,2020-05-20,Brazil,13140.0,254220.0,674.0,16792.0,209.5,3.217183770883055,0.0,1.0,0.0,14.429,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.571,7.714,-1.143,9.429,-10.286,14.429,2.0
85,2020-05-21,Brazil,17408.0,271628.0,1179.0,17971.0,209.5,5.627684964200477,0.0,1.0,0.0,14.286,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.286,7.286,-1.143,9.429,-10.286,14.286,2.0
86,2020-05-22,Brazil,19951.0,291579.0,888.0,18859.0,209.5,4.238663484486874,2.0,1.0,1.0,14.286,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.429,6.714,-1.143,9.0,-10.429,14.286,2.0
87,2020-05-23,Brazil,18508.0,310087.0,1188.0,20047.0,209.5,5.670644391408114,2.0,1.0,1.0,14.143,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.857,5.857,-1.0,7.857,-10.571,14.143,2.0
88,2020-05-24,Brazil,20803.0,330890.0,1001.0,21048.0,209.5,4.778042959427208,2.0,1.0,1.0,13.714,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-1.429,5.286,-0.714,6.571,-11.143,13.714,2.0
89,2020-05-25,Brazil,16508.0,347398.0,965.0,22013.0,209.5,4.606205250596659,2.0,2.0,1.0,12.714,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-3.143,5.429,-0.286,4.286,-12.714,12.714,2.0
90,2020-05-26,Brazil,15813.0,363211.0,653.0,22666.0,209.5,3.116945107398568,2.0,2.0,3.0,10.714,2.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,-5.857,5.714,0.571,0.571,-15.143,10.714,2.0
91,2020-05-27,Brazil,11687.0,374898.0,807.0,23473.0,209.5,3.8520286396181382,2.0,2.0,3.0,7.429,2.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,-9.571,6.143,1.714,-4.0,-18.286,7.429,2.0
